item_name,datetime,usda grocery prediction,continued average,simple regression
"Flour, white, all purpose, per lb. (453.6 gm)",2023-03-01,0.546,0.546,0.546
"Flour, white, all purpose, per lb. (453.6 gm)",2023-04-01,0.5623800000000001,0.5554790675736361,0.5344583616714041
"Flour, white, all purpose, per lb. (453.6 gm)",2023-05-01,0.5792514,0.5651227005723006,0.5344583616714041
"Flour, white, all purpose, per lb. (453.6 gm)",2023-06-01,0.596628942,0.5749337560047558,0.5344583616714041
"Flour, white, all purpose, per lb. (453.6 gm)",2023-07-01,0.6145278102600001,0.5849151404800919,0.5344583616714041
"Flour, white, all purpose, per lb. (453.6 gm)",2023-08-01,0.6329636445678001,0.5950698110688347,0.5344583616714041
"Flour, white, all purpose, per lb. (453.6 gm)",2023-09-01,0.6519525539048341,0.6054007761790038,0.5344583616714041
"Flour, white, all purpose, per lb. (453.6 gm)",2023-10-01,0.6715111305219792,0.6159110964473784,0.5344583616714041
"Flour, white, all purpose, per lb. (453.6 gm)",2023-11-01,0.6916564644376386,0.6266038856462373,0.5344583616714041
"Flour, white, all purpose, per lb. (453.6 gm)",2023-12-01,0.7124061583707678,0.6374823116058409,0.5344583616714041
"Flour, white, all purpose, per lb. (453.6 gm)",2024-01-01,0.7337783431218908,0.6485495971529278,0.5344583616714041
"Flour, white, all purpose, per lb. (453.6 gm)",2024-02-01,0.7557916934155475,0.6598090210655049,0.5344583616714041
"Flour, white, all purpose, per lb. (453.6 gm)",2024-03-01,0.778465444218014,0.6712639190442129,0.5344583616714041
"Rice, white, long grain, uncooked, per lb. (453.6 gm)",2023-03-01,0.982,0.982,0.982
"Rice, white, long grain, uncooked, per lb. (453.6 gm)",2023-04-01,1.01146,0.9898758236811371,0.9537791215802434
"Rice, white, long grain, uncooked, per lb. (453.6 gm)",2023-05-01,1.0418037999999998,0.9978148129413541,0.9537791215802434
"Rice, white, long grain, uncooked, per lb. (453.6 gm)",2023-06-01,1.073057914,1.0058174743804102,0.9537791215802434
"Rice, white, long grain, uncooked, per lb. (453.6 gm)",2023-07-01,1.10524965142,1.0138843186610893,0.9537791215802434
"Rice, white, long grain, uncooked, per lb. (453.6 gm)",2023-08-01,1.1384071409626,1.0220158605417866,0.9537791215802434
"Rice, white, long grain, uncooked, per lb. (453.6 gm)",2023-09-01,1.1725593551914781,1.0302126189093557,0.9537791215802434
"Rice, white, long grain, uncooked, per lb. (453.6 gm)",2023-10-01,1.2077361358472225,1.0384751168122197,0.9537791215802434
"Rice, white, long grain, uncooked, per lb. (453.6 gm)",2023-11-01,1.2439682199226392,1.0468038814937488,0.9537791215802434
"Rice, white, long grain, uncooked, per lb. (453.6 gm)",2023-12-01,1.2812872665203185,1.0551994444259023,0.9537791215802434
"Rice, white, long grain, uncooked, per lb. (453.6 gm)",2024-01-01,1.319725884515928,1.063662341343145,0.9537791215802434
"Rice, white, long grain, uncooked, per lb. (453.6 gm)",2024-02-01,1.359317661051406,1.072193112276632,0.9537791215802434
"Rice, white, long grain, uncooked, per lb. (453.6 gm)",2024-03-01,1.400097190882948,1.0807923015886691,0.9537791215802434
"Spaghetti and macaroni, per lb. (453.6 gm)",2023-03-01,1.465,1.465,1.465
"Spaghetti and macaroni, per lb. (453.6 gm)",2023-04-01,1.50895,1.4903145280632786,1.356959841027487
"Spaghetti and macaroni, per lb. (453.6 gm)",2023-05-01,1.5542185,1.5160664795607324,1.356959841027487
"Spaghetti and macaroni, per lb. (453.6 gm)",2023-06-01,1.6008450550000002,1.542263412968675,1.356959841027487
"Spaghetti and macaroni, per lb. (453.6 gm)",2023-07-01,1.6488704066500004,1.5689130173704247,1.356959841027487
"Spaghetti and macaroni, per lb. (453.6 gm)",2023-08-01,1.6983365188495,1.5960231147131323,1.356959841027487
"Spaghetti and macaroni, per lb. (453.6 gm)",2023-09-01,1.7492866144149852,1.623601662103608,1.356959841027487
"Spaghetti and macaroni, per lb. (453.6 gm)",2023-10-01,1.8017652128474348,1.651656754143818,1.356959841027487
"Spaghetti and macaroni, per lb. (453.6 gm)",2023-11-01,1.8558181692328581,1.6801966253067377,1.356959841027487
"Spaghetti and macaroni, per lb. (453.6 gm)",2023-12-01,1.911492714309844,1.7092296523532584,1.356959841027487
"Spaghetti and macaroni, per lb. (453.6 gm)",2024-01-01,1.9688374957391392,1.738764356790859,1.356959841027487
"Spaghetti and macaroni, per lb. (453.6 gm)",2024-02-01,2.0279026206113135,1.768809407374757,1.356959841027487
"Spaghetti and macaroni, per lb. (453.6 gm)",2024-03-01,2.0887396992296527,1.7993736226522856,1.356959841027487
"Bread, white, pan, per lb. (453.6 gm)",2023-03-01,1.936,1.936,1.936
"Bread, white, pan, per lb. (453.6 gm)",2023-04-01,1.99408,1.9687524195482686,1.8240854456156046
"Bread, white, pan, per lb. (453.6 gm)",2023-05-01,2.0539023999999997,2.002058930515063,1.8240854456156046
"Bread, white, pan, per lb. (453.6 gm)",2023-06-01,2.115519472,2.0359289067818955,1.8240854456156046
"Bread, white, pan, per lb. (453.6 gm)",2023-07-01,2.17898505616,2.0703718808135942,1.8240854456156046
"Bread, white, pan, per lb. (453.6 gm)",2023-08-01,2.2443546078448002,2.1053975463411483,1.8240854456156046
"Bread, white, pan, per lb. (453.6 gm)",2023-09-01,2.311685246080144,2.1410157610899403,1.8240854456156046
"Bread, white, pan, per lb. (453.6 gm)",2023-10-01,2.3810358034625487,2.1772365495541313,1.8240854456156046
"Bread, white, pan, per lb. (453.6 gm)",2023-11-01,2.452466877566425,2.2140701058179855,1.8240854456156046
"Bread, white, pan, per lb. (453.6 gm)",2023-12-01,2.526040883893418,2.2515267964249226,1.8240854456156046
"Bread, white, pan, per lb. (453.6 gm)",2024-01-01,2.6018221104102204,2.289617163295108,1.8240854456156046
"Bread, white, pan, per lb. (453.6 gm)",2024-02-01,2.679876773722527,2.3283519266924,1.8240854456156046
"Bread, white, pan, per lb. (453.6 gm)",2024-03-01,2.760273076934203,2.3677419882414963,1.8240854456156046
"Bread, whole wheat, pan, per lb. (453.6 gm)",2023-03-01,2.533,2.533,2.533
"Bread, whole wheat, pan, per lb. (453.6 gm)",2023-04-01,2.60899,2.5718066773468875,2.3727158859884656
"Bread, whole wheat, pan, per lb. (453.6 gm)",2023-05-01,2.6872597,2.611207890108976,2.3727158859884656
"Bread, whole wheat, pan, per lb. (453.6 gm)",2023-06-01,2.767877491,2.651212746831087,2.3727158859884656
"Bread, whole wheat, pan, per lb. (453.6 gm)",2023-07-01,2.8509138157300002,2.6918304956049632,2.3727158859884656
"Bread, whole wheat, pan, per lb. (453.6 gm)",2023-08-01,2.9364412302019,2.7330705262071957,2.3727158859884656
"Bread, whole wheat, pan, per lb. (453.6 gm)",2023-09-01,3.0245344671079573,2.7749423722698925,2.3727158859884656
"Bread, whole wheat, pan, per lb. (453.6 gm)",2023-10-01,3.1152705011211963,2.8174557134846117,2.3727158859884656
"Bread, whole wheat, pan, per lb. (453.6 gm)",2023-11-01,3.2087286161548323,2.8606203778400565,2.3727158859884656
"Bread, whole wheat, pan, per lb. (453.6 gm)",2023-12-01,3.304990474639477,2.904446343894052,2.3727158859884656
"Bread, whole wheat, pan, per lb. (453.6 gm)",2024-01-01,3.4041401888786615,2.9489437430803305,2.3727158859884656
"Bread, whole wheat, pan, per lb. (453.6 gm)",2024-02-01,3.5062643945450214,2.994122862050659,2.3727158859884656
"Bread, whole wheat, pan, per lb. (453.6 gm)",2024-03-01,3.611452326381372,3.039994145052846,2.3727158859884656
"Cookies, chocolate chip, per lb. (453.6 gm)",2023-03-01,5.234,5.234,5.234
"Cookies, chocolate chip, per lb. (453.6 gm)",2023-04-01,5.39102,5.343731656258868,4.918309215381692
"Cookies, chocolate chip, per lb. (453.6 gm)",2023-05-01,5.5527505999999995,5.455763854433157,4.918309215381692
"Cookies, chocolate chip, per lb. (453.6 gm)",2023-06-01,5.719333118,5.570144825756087,4.918309215381692
"Cookies, chocolate chip, per lb. (453.6 gm)",2023-07-01,5.890913111540001,5.68692381263648,4.918309215381692
"Cookies, chocolate chip, per lb. (453.6 gm)",2023-08-01,6.0676405048862,5.806151089858222,4.918309215381692
"Cookies, chocolate chip, per lb. (453.6 gm)",2023-09-01,6.249669720032787,5.92787798622417,4.918309215381692
"Cookies, chocolate chip, per lb. (453.6 gm)",2023-10-01,6.43715981163377,6.052156906653834,4.918309215381692
"Cookies, chocolate chip, per lb. (453.6 gm)",2023-11-01,6.630274605982784,6.179041354744333,4.918309215381692
"Cookies, chocolate chip, per lb. (453.6 gm)",2023-12-01,6.8291828441622675,6.308585955804351,4.918309215381692
"Cookies, chocolate chip, per lb. (453.6 gm)",2024-01-01,7.034058329487135,6.440846480371001,4.918309215381692
"Cookies, chocolate chip, per lb. (453.6 gm)",2024-02-01,7.24508007937175,6.575879868219722,4.918309215381692
"Cookies, chocolate chip, per lb. (453.6 gm)",2024-03-01,7.462432481752902,6.7137442528775555,4.918309215381692
"Ground chuck, 100% beef, per lb. (453.6 gm)",2023-03-01,4.753,4.753,4.753
"Ground chuck, 100% beef, per lb. (453.6 gm)",2023-04-01,4.89559,4.736967637478724,4.799174824117969
"Ground chuck, 100% beef, per lb. (453.6 gm)",2023-05-01,5.0424577,4.720989353780931,4.799174824117969
"Ground chuck, 100% beef, per lb. (453.6 gm)",2023-06-01,5.193731431,4.705064966493134,4.799174824117969
"Ground chuck, 100% beef, per lb. (453.6 gm)",2023-07-01,5.3495433739300005,4.689194293817145,4.799174824117969
"Ground chuck, 100% beef, per lb. (453.6 gm)",2023-08-01,5.5100296751479005,4.673377154568002,4.799174824117969
"Ground chuck, 100% beef, per lb. (453.6 gm)",2023-09-01,5.675330565402338,4.657613368171898,4.799174824117969
"Ground chuck, 100% beef, per lb. (453.6 gm)",2023-10-01,5.8455904823644085,4.641902754664119,4.799174824117969
"Ground chuck, 100% beef, per lb. (453.6 gm)",2023-11-01,6.020958196835341,4.626245134686991,4.799174824117969
"Ground chuck, 100% beef, per lb. (453.6 gm)",2023-12-01,6.201586942740401,4.610640329487835,4.799174824117969
"Ground chuck, 100% beef, per lb. (453.6 gm)",2024-01-01,6.387634551022613,4.5950881609169185,4.799174824117969
"Ground chuck, 100% beef, per lb. (453.6 gm)",2024-02-01,6.579263587553291,4.579588451425431,4.799174824117969
"Ground chuck, 100% beef, per lb. (453.6 gm)",2024-03-01,6.776641495179891,4.564141024063448,4.799174824117969
"Ground beef, 100% beef, per lb. (453.6 gm)",2023-03-01,4.813,4.813,4.813
"Ground beef, 100% beef, per lb. (453.6 gm)",2023-04-01,4.95739,4.804075013782654,4.760635281072328
"Ground beef, 100% beef, per lb. (453.6 gm)",2023-05-01,5.1061117,4.795166577612884,4.760635281072328
"Ground beef, 100% beef, per lb. (453.6 gm)",2023-06-01,5.259295051,4.786274660801109,4.760635281072328
"Ground beef, 100% beef, per lb. (453.6 gm)",2023-07-01,5.41707390253,4.77739923271466,4.760635281072328
"Ground beef, 100% beef, per lb. (453.6 gm)",2023-08-01,5.5795861196059,4.76854026277767,4.760635281072328
"Ground beef, 100% beef, per lb. (453.6 gm)",2023-09-01,5.746973703194078,4.759697720470969,4.760635281072328
"Ground beef, 100% beef, per lb. (453.6 gm)",2023-10-01,5.9193829142899,4.750871575331984,4.760635281072328
"Ground beef, 100% beef, per lb. (453.6 gm)",2023-11-01,6.096964401718597,4.742061796954628,4.760635281072328
"Ground beef, 100% beef, per lb. (453.6 gm)",2023-12-01,6.279873333770156,4.733268354989197,4.760635281072328
"Ground beef, 100% beef, per lb. (453.6 gm)",2024-01-01,6.46826953378326,4.724491219142266,4.760635281072328
"Ground beef, 100% beef, per lb. (453.6 gm)",2024-02-01,6.662317619796758,4.715730359176587,4.760635281072328
"Ground beef, 100% beef, per lb. (453.6 gm)",2024-03-01,6.86218714839066,4.7069857449109795,4.760635281072328
"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-03-01,6.354,6.354,6.354
"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-04-01,6.54462,6.344608463173307,6.426403078598373
"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-05-01,6.7409586,6.335230807518154,6.426403078598373
"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-06-01,6.943187358,6.3258670125174605,6.426403078598373
"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-07-01,7.151482978740001,6.316517057684469,6.426403078598373
"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-08-01,7.3660274681022,6.307180922562707,6.426403078598373
"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-09-01,7.587008292145267,6.2978585867259325,6.426403078598373
"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-10-01,7.814618540909626,6.288550029778098,6.426403078598373
"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-11-01,8.049057097136915,6.2792552313533,6.426403078598373
"Ground beef, lean and extra lean, per lb. (453.6 gm)",2023-12-01,8.290528810051022,6.269974171115739,6.426403078598373
"Ground beef, lean and extra lean, per lb. (453.6 gm)",2024-01-01,8.539244674352553,6.260706828759672,6.426403078598373
"Ground beef, lean and extra lean, per lb. (453.6 gm)",2024-02-01,8.79542201458313,6.251453184009369,6.426403078598373
"Ground beef, lean and extra lean, per lb. (453.6 gm)",2024-03-01,9.059284675020624,6.242213216619068,6.426403078598373
"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-03-01,6.727,6.727,6.727
"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-04-01,6.92881,6.7031399849709565,6.92212317287745
"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-05-01,7.1366743,6.679364599095649,6.92212317287745
"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-06-01,7.350774529000001,6.655673542202698,6.92212317287745
"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-07-01,7.5712977648700015,6.632066515185399,6.92212317287745
"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-08-01,7.798436697816101,6.608543219997955,6.92212317287745
"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-09-01,8.032389798750584,6.585103359651702,6.92212317287745
"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-10-01,8.273361492713102,6.561746638211373,6.92212317287745
"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-11-01,8.521562337494496,6.5384727607913495,6.92212317287745
"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-12-01,8.77720920761933,6.5152814335519444,6.92212317287745
"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2024-01-01,9.04052548384791,6.492172363695694,6.92212317287745
"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2024-02-01,9.311741248363349,6.469145259463655,6.92212317287745
"Chuck roast, USDA Choice, boneless, per lb. (453.6 gm)",2024-03-01,9.591093485814248,6.446199830131729,6.92212317287745
"Round roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-03-01,6.221,6.221,6.221
"Round roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-04-01,6.40763,6.219150242653188,6.141285352326398
"Round roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-05-01,6.5998589,6.217301035314773,6.141285352326398
"Round roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-06-01,6.797854667,6.215452377821217,6.141285352326398
"Round roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-07-01,7.001790307010001,6.213604270009026,6.141285352326398
"Round roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-08-01,7.211844016220301,6.2117567117147585,6.141285352326398
"Round roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-09-01,7.42819933670691,6.209909702775022,6.141285352326398
"Round roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-10-01,7.651045316808117,6.208063243026469,6.141285352326398
"Round roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-11-01,7.880576676312361,6.206217332305803,6.141285352326398
"Round roast, USDA Choice, boneless, per lb. (453.6 gm)",2023-12-01,8.116993976601732,6.204371970449776,6.141285352326398
"Round roast, USDA Choice, boneless, per lb. (453.6 gm)",2024-01-01,8.360503795899785,6.2025271572951866,6.141285352326398
"Round roast, USDA Choice, boneless, per lb. (453.6 gm)",2024-02-01,8.611318909776779,6.200682892678885,6.141285352326398
"Round roast, USDA Choice, boneless, per lb. (453.6 gm)",2024-03-01,8.869658477070082,6.198839176437769,6.141285352326398
"Beef for stew, boneless, per lb. (453.6 gm)",2023-03-01,6.762,6.762,6.762
"Beef for stew, boneless, per lb. (453.6 gm)",2023-04-01,6.96486,6.731036842536202,6.904666753148063
"Beef for stew, boneless, per lb. (453.6 gm)",2023-05-01,7.173805799999999,6.700215465184816,6.904666753148063
"Beef for stew, boneless, per lb. (453.6 gm)",2023-06-01,7.389019974,6.669535218735557,6.904666753148063
"Beef for stew, boneless, per lb. (453.6 gm)",2023-07-01,7.61069057322,6.6389954569508705,6.904666753148063
"Beef for stew, boneless, per lb. (453.6 gm)",2023-08-01,7.8390112904166,6.608595536552319,6.904666753148063
"Beef for stew, boneless, per lb. (453.6 gm)",2023-09-01,8.074181629129098,6.5783348172070335,6.904666753148063
"Beef for stew, boneless, per lb. (453.6 gm)",2023-10-01,8.316407078002971,6.548212661514226,6.904666753148063
"Beef for stew, boneless, per lb. (453.6 gm)",2023-11-01,8.565899290343062,6.518228434991762,6.904666753148063
"Beef for stew, boneless, per lb. (453.6 gm)",2023-12-01,8.822876269053353,6.488381506062798,6.904666753148063
"Beef for stew, boneless, per lb. (453.6 gm)",2024-01-01,9.087562557124954,6.458671246042477,6.904666753148063
"Beef for stew, boneless, per lb. (453.6 gm)",2024-02-01,9.360189433838702,6.4290970291246845,6.904666753148063
"Beef for stew, boneless, per lb. (453.6 gm)",2024-03-01,9.640995116853864,6.3996582323688695,6.904666753148063
"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-03-01,7.179,7.179,7.179
"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-04-01,7.39437,7.172031249503048,7.222567261963364
"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-05-01,7.6162011,7.165069263664613,7.222567261963364
"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-06-01,7.844687133000001,7.15811403591815,7.222567261963364
"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-07-01,8.080027746990002,7.1511655597034895,7.222567261963364
"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-08-01,8.3224285793997,7.144223828466832,7.222567261963364
"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-09-01,8.572101436781692,7.137288835660735,7.222567261963364
"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-10-01,8.829264479885143,7.130360574744118,7.222567261963364
"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-11-01,9.094142414281698,7.1234390391822435,7.222567261963364
"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2023-12-01,9.36696668671015,7.116524222446722,7.222567261963364
"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2024-01-01,9.647975687311455,7.1096161180154995,7.222567261963364
"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2024-02-01,9.937414957930798,7.1027147193728535,7.222567261963364
"Steak, round, USDA Choice, boneless, per lb. (453.6 gm)",2024-03-01,10.23553740666872,7.095820020009385,7.222567261963364
"Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm)",2023-03-01,10.284,10.284,10.284
"Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm)",2023-04-01,10.59252,10.252258179102197,10.488271207064193
"Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm)",2023-05-01,10.9102956,10.220614330121343,10.488271207064193
"Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm)",2023-06-01,11.237604468,10.189068150664687,10.488271207064193
"Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm)",2023-07-01,11.574732602040003,10.157619339272825,10.488271207064193
"Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm)",2023-08-01,11.921974580101201,10.126267595416808,10.488271207064193
"Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm)",2023-09-01,12.279633817504239,10.095012619495286,10.488271207064193
"Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm)",2023-10-01,12.648022832029366,10.063854112831624,10.488271207064193
"Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm)",2023-11-01,13.027463516990247,10.03279177767107,10.488271207064193
"Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm)",2023-12-01,13.418287422499956,10.001825317177897,10.488271207064193
"Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm)",2024-01-01,13.820836045174953,9.970954435432565,10.488271207064193
"Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm)",2024-02-01,14.235461126530202,9.940178837428904,10.488271207064193
"Steak, sirloin, USDA Choice, boneless, per lb. (453.6 gm)",2024-03-01,14.66252496032611,9.90949822907128,10.488271207064193
"Bacon, sliced, per lb. (453.6 gm)",2023-03-01,6.613,6.613,6.613
"Bacon, sliced, per lb. (453.6 gm)",2023-04-01,6.81139,6.545569421386614,7.032469655359131
"Bacon, sliced, per lb. (453.6 gm)",2023-05-01,7.0157317,6.478826410130272,7.032469655359131
"Bacon, sliced, per lb. (453.6 gm)",2023-06-01,7.2262036510000005,6.412763955333542,7.032469655359131
"Bacon, sliced, per lb. (453.6 gm)",2023-07-01,7.4429897605300015,6.347375117586799,7.032469655359131
"Bacon, sliced, per lb. (453.6 gm)",2023-08-01,7.666279453345901,6.282653028239288,7.032469655359131
"Bacon, sliced, per lb. (453.6 gm)",2023-09-01,7.896267836946278,6.218590888677619,7.032469655359131
"Bacon, sliced, per lb. (453.6 gm)",2023-10-01,8.133155872054667,6.1551819696116175,7.032469655359131
"Bacon, sliced, per lb. (453.6 gm)",2023-11-01,8.377150548216308,6.092419610367463,7.032469655359131
"Bacon, sliced, per lb. (453.6 gm)",2023-12-01,8.628465064662796,6.030297218188025,7.032469655359131
"Bacon, sliced, per lb. (453.6 gm)",2024-01-01,8.887319016602682,5.968808267540345,7.032469655359131
"Bacon, sliced, per lb. (453.6 gm)",2024-02-01,9.153938587100761,5.907946299430166,7.032469655359131
"Bacon, sliced, per lb. (453.6 gm)",2024-03-01,9.428556744713784,5.847704920723468,7.032469655359131
"Chops, center cut, bone-in, per lb. (453.6 gm)",2023-03-01,4.617,4.617,4.617
"Chops, center cut, bone-in, per lb. (453.6 gm)",2023-04-01,4.75551,4.620400422867464,4.420445817518753
"Chops, center cut, bone-in, per lb. (453.6 gm)",2023-05-01,4.8981753,4.623803350148114,4.420445817518753
"Chops, center cut, bone-in, per lb. (453.6 gm)",2023-06-01,5.045120559,4.62720878368645,4.420445817518753
"Chops, center cut, bone-in, per lb. (453.6 gm)",2023-07-01,5.196474175770001,4.630616725328334,4.420445817518753
"Chops, center cut, bone-in, per lb. (453.6 gm)",2023-08-01,5.3523684010431,4.634027176920984,4.420445817518753
"Chops, center cut, bone-in, per lb. (453.6 gm)",2023-09-01,5.512939453074393,4.6374401403129815,4.420445817518753
"Chops, center cut, bone-in, per lb. (453.6 gm)",2023-10-01,5.6783276366666255,4.640855617354267,4.420445817518753
"Chops, center cut, bone-in, per lb. (453.6 gm)",2023-11-01,5.848677465766625,4.644273609896145,4.420445817518753
"Chops, center cut, bone-in, per lb. (453.6 gm)",2023-12-01,6.0241377897396235,4.647694119791284,4.420445817518753
"Chops, center cut, bone-in, per lb. (453.6 gm)",2024-01-01,6.204861923431812,4.6511171488937135,4.420445817518753
"Chops, center cut, bone-in, per lb. (453.6 gm)",2024-02-01,6.391007781134767,4.654542699058832,4.420445817518753
"Chops, center cut, bone-in, per lb. (453.6 gm)",2024-03-01,6.58273801456881,4.657970772143403,4.420445817518753
"Chops, boneless, per lb. (453.6 gm)",2023-03-01,4.321,4.321,4.321
"Chops, boneless, per lb. (453.6 gm)",2023-04-01,4.450629999999999,4.300535392837595,4.380948422178234
"Chops, boneless, per lb. (453.6 gm)",2023-05-01,4.5841489,4.280167707717846,4.380948422178234
"Chops, boneless, per lb. (453.6 gm)",2023-06-01,4.721673366999999,4.25989648561008,4.380948422178234
"Chops, boneless, per lb. (453.6 gm)",2023-07-01,4.86332356801,4.239721269657633,4.380948422178234
"Chops, boneless, per lb. (453.6 gm)",2023-08-01,5.0092232750503,4.2196416051675545,4.380948422178234
"Chops, boneless, per lb. (453.6 gm)",2023-09-01,5.159499973301809,4.199657039600349,4.380948422178234
"Chops, boneless, per lb. (453.6 gm)",2023-10-01,5.314284972500864,4.179767122559792,4.380948422178234
"Chops, boneless, per lb. (453.6 gm)",2023-11-01,5.47371352167589,4.159971405782768,4.380948422178234
"Chops, boneless, per lb. (453.6 gm)",2023-12-01,5.637924927326167,4.140269443129173,4.380948422178234
"Chops, boneless, per lb. (453.6 gm)",2024-01-01,5.807062675145952,4.120660790571861,4.380948422178234
"Chops, boneless, per lb. (453.6 gm)",2024-02-01,5.98127455540033,4.1011450061866315,4.380948422178234
"Chops, boneless, per lb. (453.6 gm)",2024-03-01,6.16071279206234,4.081721650142275,4.380948422178234
"Ham, boneless, excluding canned, per lb. (453.6 gm)",2023-03-01,5.679,5.679,5.679
"Ham, boneless, excluding canned, per lb. (453.6 gm)",2023-04-01,5.84937,5.74831639621488,5.440947725669893
"Ham, boneless, excluding canned, per lb. (453.6 gm)",2023-05-01,6.0248511,5.8184788503244995,5.440947725669893
"Ham, boneless, excluding canned, per lb. (453.6 gm)",2023-06-01,6.205596633000001,5.889497689091359,5.440947725669893
"Ham, boneless, excluding canned, per lb. (453.6 gm)",2023-07-01,6.391764531990001,5.961383365323738,5.440947725669893
